City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,tangalle,6.024,80.7911,26.03,87,100,4.51,LK,1727291275
281,saudarkrokur,65.7461,-19.6394,2.44,75,96,2.5,IS,1727291276
282,carnarvon,-24.8667,113.6333,19.79,79,0,5.55,AU,1727291277
283,aral,40.5156,81.2636,24.25,24,100,3.12,CN,1727291278
284,jieshi,22.8134,115.8257,27.39,88,76,3.83,CN,1727291280
285,pariaman,-0.619,100.12,24.03,87,84,1.43,ID,1727291281
286,east ballina,-28.8667,153.5833,17.41,81,100,5.4,AU,1727291282
287,lorengau,-2.0226,147.2712,26.98,80,100,2.6,PG,1727291284
288,bousso,10.4795,16.7117,26.83,71,100,1.25,TD,1727291285
289,molochnoye,59.2917,39.6787,15.17,49,12,5.77,RU,1727291286
290,mbake,14.7903,-15.908,27.1,80,100,5.73,SN,1727291287
291,sabang,5.8933,95.3214,28.26,73,10,0.93,ID,1727291289
292,cabo san lucas,22.8909,-109.9124,33.17,48,0,5.14,MX,1727291290
293,cill airne,52.05,-9.5167,8.9,99,100,2.09,IE,1727291291
294,taltal,-25.4,-70.4833,16.5,69,20,4.16,CL,1727291292
295,callao,-12.0667,-77.15,20.95,77,100,4.63,PE,1727291294
296,slatina,44.4333,24.3667,19.68,57,100,2.11,RO,1727291295
297,hillarys,-31.807,115.7404,16.28,49,100,0.45,AU,1727291296
298,srivardhan,18.0333,73.0167,26.44,90,100,5.81,IN,1727291298
299,jingdezhen,29.2947,117.2079,21.85,88,97,1.09,CN,1727291299
300,la ronge,55.1001,-105.2842,19.74,51,100,6.16,CA,1727291300
301,taoudenni,22.6783,-3.9836,38.28,18,0,4.59,ML,1727291302
302,xiongzhou,25.1167,114.3,22.49,97,99,0.35,CN,1727291303
303,al hada,21.3675,40.2869,25.66,25,19,2.65,SA,1727291107
304,las tablas,7.7667,-80.2833,30.09,66,86,1.86,PA,1727291305
305,baymak,52.5933,58.3225,5.0,68,0,2.68,RU,1727291308
306,tarakan,3.3,117.6333,25.52,81,100,2.28,ID,1727291309
307,ketchikan,55.3422,-131.6461,12.26,82,75,3.6,US,1727291311
308,tafuna,-14.3358,-170.72,24.97,94,100,2.57,AS,1727291312
309,livingston,55.9029,-3.5226,9.38,83,20,4.12,GB,1727291017
310,la'ie,21.6477,-157.9253,27.81,75,37,7.1,US,1727291314
311,trzcianka,53.0406,16.4563,14.84,81,100,2.85,PL,1727291316
312,xingcheng,40.6167,120.7167,15.01,72,0,2.24,CN,1727291317
313,matadi,-5.8167,13.45,30.61,55,79,3.05,CD,1727291318
314,bonthe,7.5264,-12.505,24.18,90,100,1.21,SL,1727291319
315,akrehamn,59.2667,5.1833,11.14,66,75,6.69,NO,1727291322
316,monts,47.2772,0.6247,16.87,85,100,4.63,FR,1727291324
317,vadso,70.0744,29.7487,8.09,93,75,5.14,NO,1727291325
318,havre,49.5833,0.3333,15.22,100,100,5.66,FR,1727291327
319,polyarnyy,69.1989,33.4478,10.36,94,100,5.7,RU,1727291328
320,mtwara,-10.2667,40.1833,23.52,87,22,3.47,TZ,1727291329
321,dongdu,35.85,117.7,18.58,66,16,1.39,CN,1727291331
322,fyodorovka,53.6314,62.7078,5.69,71,6,3.34,KZ,1727291332
323,palmer,42.1584,-72.3287,18.62,67,100,2.06,US,1727291333
324,bamboo flat,11.7,92.7167,27.05,89,40,1.03,IN,1727291336
325,mangrol,21.1167,70.1167,27.41,84,100,3.74,IN,1727291337
326,vakarai,55.6035,23.8213,14.39,72,9,3.63,LT,1727291338
327,tumpat,6.1978,102.171,25.17,90,97,1.87,MY,1727291340
328,nar'yan-mar,67.6713,53.087,4.28,84,100,7.76,RU,1727291341
329,ise,34.4833,136.7,23.22,72,100,1.17,JP,1727291343
330,sidi khaled,34.387,4.9879,28.52,43,100,6.28,DZ,1727291344
331,alor setar,6.121,100.3601,25.11,91,58,1.98,MY,1727291345
332,ujae,8.9322,165.7642,28.58,74,6,2.9,MH,1727291346
333,kolondieba,11.0882,-6.8926,24.29,88,99,0.67,ML,1727291348
334,puerto escondido,15.85,-97.0667,23.46,100,100,3.09,MX,1727291351
335,antsohihy,-14.8796,47.9875,23.21,74,0,1.6,MG,1727291352
336,saint-quentin,49.8333,3.3333,14.07,96,100,5.99,FR,1727291354
337,tazacorte,28.629,-17.9293,23.54,86,75,4.63,ES,1727291355
338,chernyshevsk,52.5243,117.0174,7.27,56,100,1.37,RU,1727291356
339,hua hin,12.5707,99.9588,28.33,99,100,1.68,TH,1727291358
340,mahina,-17.5065,-149.489,28.87,65,75,2.06,PF,1727291359
341,pleasanton,37.6624,-121.8747,23.25,63,0,4.12,US,1727291349
342,sejny,54.108,23.347,17.45,56,100,1.64,PL,1727291361
343,galle,6.0367,80.217,26.96,87,100,5.15,LK,1727291363
344,ternate,0.8,127.4,26.37,80,14,1.68,ID,1727291364
345,berezovo,63.9381,65.0419,0.58,72,95,4.41,RU,1727291366
346,susuman,62.7833,148.1667,-0.9,66,10,1.16,RU,1727291367
347,camalu,30.85,-116.0667,21.65,69,23,5.56,MX,1727291368
348,kananga,-5.8958,22.4178,25.02,47,55,0.7,CD,1727291370
349,saint-pierre,-21.3393,55.4781,22.82,73,0,3.6,RE,1727291371
350,thunder bay,48.4001,-89.3168,20.6,53,96,1.52,CA,1727291372
351,margaret river,-33.95,115.0667,11.0,70,100,1.64,AU,1727291373
352,bouarfa,32.53,-1.95,24.38,47,23,2.46,MA,1727291374
353,luderitz,-26.6481,15.1594,14.88,64,100,3.88,NA,1727291376
354,khash,28.2211,61.2158,25.94,12,10,2.48,IR,1727291377
355,praia,14.9215,-23.5087,28.3,74,75,2.57,CV,1727291379
356,bukama,-9.2,25.85,27.72,32,13,0.66,CD,1727291380
357,coxen hole,16.3244,-86.5366,30.6,70,75,6.17,HN,1727291381
358,aasiaat,68.7098,-52.8699,2.88,82,100,3.24,GL,1727291382
359,howrah,22.5892,88.3103,26.0,94,100,2.06,IN,1727291384
360,charcas,23.1333,-101.1167,23.11,45,4,5.54,MX,1727291294
361,korsakov,46.6328,142.7813,5.91,93,6,1.17,RU,1727291197
362,kingston,17.997,-76.7936,33.53,62,20,9.77,JM,1727291127
363,khovd,48.0056,91.6419,10.54,29,100,1.46,MN,1727291388
364,castillos,-34.1667,-53.8333,14.41,96,100,5.59,UY,1727291390
365,nelson bay,-32.7167,152.15,18.33,94,100,2.68,AU,1727291391
366,udachny,66.4167,112.4,0.63,83,71,2.19,RU,1727291392
367,midvagur,62.0511,-7.1939,6.46,87,75,5.66,FO,1727291393
368,dauphin,51.1494,-100.0502,30.27,26,0,3.05,CA,1727291394
369,bodo,67.28,14.405,8.21,72,0,4.63,NO,1727291289
370,chibougamau,49.9168,-74.3659,15.06,58,100,7.58,CA,1727291397
371,illapel,-31.6308,-71.1653,19.54,40,0,3.6,CL,1727291171
372,la passe,45.5549,-0.8967,18.87,94,100,7.75,FR,1727291399
373,new norfolk,-42.7826,147.0587,5.51,91,3,1.56,AU,1727291401
374,pyrzyce,53.1462,14.8926,12.18,86,100,3.92,PL,1727291402
375,ahmadnagar,19.0833,74.7333,22.8,94,100,2.96,IN,1727291403
376,sienna plantation,29.4861,-95.508,33.36,63,0,2.06,US,1727291404
377,sal rei,16.1833,-22.9167,29.11,74,75,4.12,CV,1727291406
378,mogadishu,2.0371,45.3438,25.07,81,89,9.4,SO,1727291407
379,porto novo,6.4965,2.6036,25.32,84,33,3.59,BJ,1727291408
380,venaria reale,45.1239,7.6354,18.36,77,75,3.09,IT,1727291409
381,nantucket,41.2835,-70.0995,18.06,77,20,6.17,US,1727291411
382,guerrero negro,27.9769,-114.0611,22.56,67,21,8.32,MX,1727291132
383,yefremov,53.1481,38.0992,12.56,25,11,4.06,RU,1727291414
384,andergrove,-21.0833,149.1833,19.54,81,40,1.16,AU,1727291415
385,san policarpio,12.0675,124.5625,24.55,93,24,1.93,PH,1727291416
386,mirny,62.5353,113.9611,1.93,89,44,3.55,RU,1727291418
387,yanchep,-31.55,115.6833,15.87,40,97,5.96,AU,1727291421
388,saipan,15.1355,145.701,27.39,94,0,2.06,MP,1727291422
389,st. john's,47.5649,-52.7093,12.21,82,100,6.17,CA,1727291145
390,kaedi,16.1465,-13.5047,30.73,60,91,5.42,MR,1727291425
391,jiuquan,39.7432,98.5174,18.25,44,0,2.06,CN,1727291426
392,berdigestyakh,62.0989,126.6992,6.04,91,8,4.07,RU,1727291427
393,sos'va,59.1766,61.8558,0.0,72,7,1.52,RU,1727291429
394,sola,-13.8833,167.55,25.66,78,7,9.23,VU,1727291430
395,vilyuysk,63.7553,121.6247,6.73,93,100,2.26,RU,1727291431
396,sinabang,2.4803,96.3801,26.1,81,100,2.55,ID,1727291433
397,nieuw nickerie,5.95,-56.9833,29.17,68,98,6.29,SR,1727291434
398,corpus christi,27.8006,-97.3964,33.92,68,40,2.06,US,1727291308
399,lijiang,26.8688,100.2207,14.89,94,100,0.89,CN,1727291437
400,scarborough,54.2797,-0.4044,12.59,88,100,2.24,GB,1727291300
401,troitsko-pechorsk,62.7084,56.1964,4.49,87,100,2.42,RU,1727291439
402,aire-sur-la-lys,50.6387,2.3988,15.32,91,100,6.02,FR,1727291441
403,santo antonio,-6.3106,-35.4789,28.94,48,87,8.84,BR,1727291442
404,guaranda,-1.6,-79.0,19.03,63,28,4.64,EC,1727291444
405,scottburgh,-30.2867,30.7532,18.67,90,43,1.27,ZA,1727291445
406,priozersk,61.0393,30.1291,14.97,100,17,5.51,RU,1727291446
407,selizharovo,56.8519,33.4487,18.96,42,100,5.18,RU,1727291448
408,vineuil,47.5833,1.3833,15.51,100,100,9.58,FR,1727291449
409,davangere,14.4667,75.9167,20.84,95,100,3.9,IN,1727291450
410,atamyrat,37.8357,65.2106,25.1,24,0,4.76,TM,1727291353
411,aleksandrovsk-sakhalinskiy,50.8975,142.1561,12.23,90,100,3.43,RU,1727291453
412,villa de soto,-30.8552,-64.9995,28.88,18,23,4.37,AR,1727291455
413,karratha,-20.7377,116.8463,23.66,70,0,1.44,AU,1727291456
414,oranjemund,-28.55,16.4333,13.29,74,96,0.6,NA,1727291457
415,amarillo,35.222,-101.8313,26.88,31,0,2.06,US,1727291230
416,yalihuyuk,37.3008,32.0855,17.49,47,0,1.65,TR,1727291460
417,tagkawayan sabang,13.9911,122.5289,24.23,95,100,1.11,PH,1727291461
418,ar ruways,24.1103,52.7306,31.55,66,88,3.91,AE,1727291462
419,mount pearl,47.5166,-52.7813,11.75,82,100,4.47,CA,1727291463
420,acajutla,13.5928,-89.8275,28.0,75,100,6.98,SV,1727291465
421,huarmey,-10.0681,-78.1522,20.86,71,14,5.54,PE,1727291466
422,iskushuban,10.2837,50.23,28.28,54,92,4.45,SO,1727291467
423,kourou,5.1552,-52.6478,30.1,59,0,4.91,GF,1727291469
424,black river,18.0264,-77.8487,29.89,71,99,7.34,JM,1727291470
425,brisas de zicatela,15.8369,-97.0419,23.29,100,100,3.09,MX,1727291472
426,minas de matahambre,22.5887,-83.9447,25.85,91,100,9.53,CU,1727291473
427,berbera,10.4396,45.0143,33.4,51,99,2.5,SO,1727291475
428,mana,5.6592,-53.7767,29.18,70,0,6.21,GF,1727291476
429,kuta,-8.7233,115.1723,26.97,94,40,1.03,ID,1727291422
430,manta,-0.95,-80.7333,25.88,69,75,3.6,EC,1727291257
431,juazeiro do norte,-7.2131,-39.3153,34.98,26,0,3.09,BR,1727291193
432,rio grande,-32.035,-52.0986,18.21,98,100,4.84,BR,1727291481
433,botshabelo,-29.2702,26.7052,17.19,15,92,3.35,ZA,1727291485
434,tamanrasset,22.785,5.5228,30.95,18,40,5.14,DZ,1727291244
435,zag,46.9441,99.165,7.09,42,85,4.3,MN,1727291487
436,bentiu,9.2333,29.8333,24.31,82,97,1.54,SS,1727291489
437,tamiahua,21.2667,-97.45,31.81,60,19,4.02,MX,1727291490
438,tsengel,49.4783,100.8894,6.71,41,7,0.57,MN,1727291491
439,yavatmal,20.4,78.1333,23.29,97,100,1.33,IN,1727291492
440,allapalli,19.4167,80.0667,24.24,99,100,0.98,IN,1727291493
441,ust-tsilma,65.441,52.1498,6.95,83,100,3.86,RU,1727291496
442,chos malal,-37.3781,-70.2709,11.88,17,0,0.66,AR,1727291497
443,urangan,-25.3,152.9,21.07,68,19,3.67,AU,1727291498
444,champerico,14.3,-91.9167,27.89,77,100,9.06,GT,1727291501
445,inhambane,-23.865,35.3833,21.99,83,0,1.54,MZ,1727291503
446,mayqayyng,51.4625,75.7986,7.1,53,87,4.16,KZ,1727291506
447,kavieng,-2.5744,150.7967,27.73,78,100,4.56,PG,1727291507
448,mapimi,25.8167,-103.85,28.54,36,0,3.29,MX,1727291508
449,zarechnyy,53.2036,45.1923,9.74,33,7,2.3,RU,1727291509
450,pala,9.3642,14.9046,24.18,78,11,0.69,TD,1727291511
451,prince albert,53.2001,-105.7677,28.97,34,100,6.69,CA,1727291512
452,ouargla,31.9493,5.325,32.84,26,100,3.01,DZ,1727291513
453,vernon,50.2581,-119.2691,27.09,40,0,2.06,CA,1727291515
454,masterton,-40.9597,175.6575,7.67,86,0,1.66,NZ,1727291516
455,hasaki,35.7333,140.8333,23.4,92,100,9.64,JP,1727291500
456,jumla,29.2747,82.1838,14.55,97,100,1.29,NP,1727291519
457,lethem,3.3803,-59.7968,35.35,39,100,2.39,GY,1727291520
458,sao vicente,-23.9631,-46.3919,23.32,26,41,1.75,BR,1727291266
459,businga,3.3333,20.8833,21.88,96,100,0.37,CD,1727291522
460,nyurba,63.2842,118.3319,5.23,95,100,2.18,RU,1727291524
461,wynyard,-41.0,145.7167,3.99,83,10,5.0,AU,1727291525
462,box elder,41.5005,-112.8764,21.64,46,6,3.63,US,1727291527
463,caleta de carquin,-11.0925,-77.6267,19.5,74,33,5.5,PE,1727291529
464,sampit,-2.5333,112.95,22.91,93,100,0.69,ID,1727291531
465,el galpon,-25.3807,-64.6526,25.59,49,89,4.2,AR,1727291532
466,menaka,15.9182,2.4022,36.86,29,20,2.66,ML,1727291534
467,dwarka,22.2394,68.9678,27.56,79,22,6.18,IN,1727291535
468,fuxin,42.0156,121.6589,14.36,67,99,0.66,CN,1727291536
469,guarapari,-20.6667,-40.4975,25.41,71,1,9.37,BR,1727291537
470,podporozh'ye,60.9112,34.1706,16.8,74,100,4.9,RU,1727291539
471,zhumysker,49.3333,49.4,12.3,31,1,4.14,KZ,1727291540
472,lambarene,-0.7001,10.2406,24.77,93,100,3.15,GA,1727291541
473,ulsteinvik,62.3432,5.8487,6.84,92,100,1.46,NO,1727291543
474,ponnani,10.767,75.9252,25.71,86,100,1.83,IN,1727291545
475,surab,28.4914,66.2585,24.49,34,10,2.2,PK,1727291546
476,murraysville,34.2957,-77.8475,29.42,73,0,4.63,US,1727291547
477,lerwick,60.1545,-1.1494,7.51,66,13,4.45,GB,1727291549
478,nay pyi taw,19.745,96.1297,22.04,91,100,1.67,MM,1727291550
479,gejiu,23.306,103.1635,14.59,91,100,1.29,CN,1727291552
480,brandon,27.9378,-82.2859,31.63,86,75,3.58,US,1727291553
481,novaya igirma,57.1334,103.9112,1.31,90,40,2.02,RU,1727291554
482,sale,34.0389,-6.8166,22.38,88,84,3.09,MA,1727291556
483,cockburn town,21.4612,-71.1419,29.47,75,0,6.16,TC,1727291558
484,huittinen,61.1833,22.7,13.46,81,100,5.92,FI,1727291559
485,sterling,39.0062,-77.4286,22.06,85,100,3.09,US,1727291474
486,bullhead city,35.1478,-114.5683,38.34,9,0,4.63,US,1727291411
487,bakanas,44.8081,76.2772,16.86,19,100,4.35,KZ,1727291562
488,saint-francois,46.4154,3.9054,15.93,78,100,7.2,FR,1727291564
489,xilin hot,43.9667,116.0333,8.43,67,23,2.04,CN,1727291565
490,fairbanks,64.8378,-147.7164,5.25,92,100,0.0,US,1727291293
491,eyl,7.9803,49.8164,25.07,83,100,11.81,SO,1727291568
492,yuzhno-kurilsk,44.0306,145.8556,15.89,79,100,4.89,RU,1727291570
493,xai-xai,-25.0519,33.6442,23.47,62,0,5.35,MZ,1727291572
494,lompoc,34.6391,-120.4579,16.94,82,100,1.54,US,1727291573
495,laramie,41.3114,-105.5911,27.53,16,0,2.06,US,1727291574
496,goundam,16.4145,-3.6708,36.9,26,9,1.41,ML,1727291575
497,moram,17.8,76.4667,22.94,93,100,5.02,IN,1727291576
498,taiynsha,53.8478,69.7639,5.34,66,84,3.5,KZ,1727291578
499,taulaga,-11.0553,-171.0883,27.91,75,100,3.56,AS,1727291579
500,acarau,-2.8856,-40.12,27.78,64,2,9.31,BR,1727291580
501,queenstown,-31.8976,26.8753,17.41,19,11,2.05,ZA,1727291581
502,rongelap,11.1635,166.8941,28.41,75,7,3.61,MH,1727291583
503,pristen',51.2355,36.6959,12.16,20,8,3.86,RU,1727291584
504,hafar al-batin,28.4328,45.9708,32.32,17,0,3.09,SA,1727291586
505,port saint john's,-31.6229,29.5448,19.42,88,100,4.27,ZA,1727291587
506,alesund,62.4723,6.1549,6.85,93,75,3.09,NO,1727291588
507,shimoda,34.6667,138.95,22.92,80,100,4.33,JP,1727291589
508,sao joao da barra,-21.6403,-41.0511,27.05,83,0,9.67,BR,1727291591
509,daru,-9.0763,143.2092,25.75,87,100,6.32,PG,1727291592
510,tadine,-21.55,167.8833,21.56,66,98,4.73,NC,1727291593
511,kogalym,62.2654,74.4791,0.53,97,100,9.82,RU,1727291594
512,nishinoomote,30.7333,131.0,26.64,77,66,10.82,JP,1727291595
513,quellon,-43.1167,-73.6167,7.97,69,97,1.23,CL,1727291597
514,solnechnyy,50.7214,136.6319,9.99,96,100,0.99,RU,1727291598
515,kerikeri,-35.2268,173.9474,7.96,85,91,1.42,NZ,1727291599
516,la jolla,32.8473,-117.2742,24.46,77,0,5.66,US,1727291591
517,rabo de peixe,37.8,-25.5833,23.73,88,75,8.23,PT,1727291601
518,nizhneangarsk,55.7833,109.55,4.61,84,82,2.17,RU,1727291603
519,allendale,42.9723,-85.9537,23.55,68,6,3.58,US,1727291394
520,jinxiang,27.4327,120.6062,24.6,91,96,2.08,CN,1727291605
521,santana,-0.0583,-51.1817,35.1,52,20,5.14,BR,1727291607
522,progreso,21.2833,-89.6667,27.76,92,100,4.94,MX,1727291608
523,kabompo,-13.5927,24.2008,22.91,19,95,2.62,ZM,1727291609
524,santa maria da boa vista,-8.8078,-39.8256,34.29,22,45,6.29,BR,1727291611
525,thinadhoo,0.5333,72.9333,28.09,77,99,7.04,MV,1727291612
526,ovidiopol,46.25,30.4413,19.45,74,17,3.39,UA,1727291613
527,arkhangel'sk,64.5401,40.5433,12.06,87,20,4.0,RU,1727291614
528,kruisfontein,-34.0033,24.7314,15.16,90,100,1.64,ZA,1727291615
529,satipo,-11.2522,-74.6386,36.86,23,61,2.38,PE,1727291617
530,kirkwall,58.9848,-2.9587,7.03,76,100,2.06,GB,1727291552
531,ji'an,27.1172,114.9793,21.77,96,100,0.95,CN,1727291619
532,patterson,37.4716,-121.1297,27.75,32,0,2.07,US,1727291620
533,yerofey pavlovich,53.9667,121.9667,5.46,79,19,0.99,RU,1727291622
534,mtambile,-5.3833,39.7,24.92,77,42,5.32,TZ,1727291623
535,les sables-d'olonne,46.6667,-1.8333,17.68,95,100,9.64,FR,1727291624
536,ylistaro,62.9396,22.5131,13.09,91,64,4.47,FI,1727291625
537,jalalabad,34.4265,70.4515,30.86,39,0,1.6,AF,1727291626
538,detroit lakes,46.8172,-95.8453,25.61,38,0,3.6,US,1727291628
539,mogok,22.9167,96.5,16.91,100,100,1.18,MM,1727291629
540,saveh,35.0213,50.3566,25.58,32,0,4.21,IR,1727291630
541,strathmore,51.0501,-113.3852,27.07,29,1,8.75,CA,1727291631
542,ust'-ilimsk,58.0006,102.6619,3.01,91,100,2.31,RU,1727291633
543,piti village,13.4626,144.6933,26.49,94,20,2.06,GU,1727291634
544,fort mcmurray,56.7268,-111.381,19.77,55,100,2.06,CA,1727291635
545,mo i rana,66.3128,14.1428,7.96,88,75,0.51,NO,1727291636
546,haiku-pauwela,20.9219,-156.3051,27.9,69,40,9.83,US,1727291637
547,antalaha,-14.9003,50.2788,20.63,83,0,3.47,MG,1727291639
548,chinde,26.8212,87.7095,23.04,93,100,1.86,NP,1727291640
549,guatrache,-37.6678,-63.5302,17.03,29,63,4.65,AR,1727291641
550,punta cardon,11.6581,-70.215,31.85,64,82,9.63,VE,1727291642
551,bayanhongor,46.7167,100.1167,2.62,50,53,1.49,MN,1727291644
552,mcalester,34.9334,-95.7697,24.05,53,0,3.09,US,1727291443
553,bad reichenhall,47.7333,12.8833,13.75,82,100,1.54,DE,1727291647
554,selfoss,63.9331,-20.9971,4.47,56,19,2.56,IS,1727291650
555,puerto san jose,13.9256,-90.8244,27.03,78,40,2.06,GT,1727291652
556,bayganin,48.6947,55.8742,9.31,37,0,4.16,KZ,1727291653
557,benghazi,32.1167,20.0667,26.19,71,9,7.26,LY,1727291655
558,labuan bajo,-8.4964,119.8877,26.12,83,100,1.31,ID,1727291656
559,fort irwin,35.2627,-116.6848,34.74,12,0,0.0,US,1727291657
560,likiep,9.8251,169.3107,28.1,74,73,3.41,MH,1727291658
561,weno,7.4515,151.8468,26.97,89,100,1.54,FM,1727291659
562,roma,43.2128,-75.4557,17.04,83,100,5.66,US,1727291587
